"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/id/movebiatch/recommended/7670/","movebiatch","Eᴅɢᴇʟᴏʀᴅ Vᴇɴɢ","http://steamcommunity.com/id/movebiatch/","1036 products in account","Bioshock is truly an amazing singleplayer FPS game with some RPG elements to it , and it is set in 1960 in the breathtaking and beautiful fallen underwater city of Rapture. I must say , this is one of my favourite games ive ever played from the story to the artsyle to the gameplay , everything is a complete masterpiece!\nThe Story The story of the game is an absolute masterpiece! It begins in 1946 when an underwater city called Rapture , was built by a wealthy Russian immigrant called Andrew Ryan so it can escape the outer world's laws and government and create its own which is mainly based on the rich people's desires thus making the poor to start a rebellion later on\nSome scientists found a sea slug which can produce a special material called ADAM which can manipulate DNA which can cure diseases and grant people "super powers" , funded by smuggler Frank Fontaine they've started to produce Plasmids and Gene Tonics and sell them to , to boost the process they've discovered that if the slugs are implanted into little girls they produce 30 times the amount of ADAM , Then Frank Fontaine opened an orphanage home for little girls and used them as an ADAM Factory\nAndrew Ryan attempted to arrest Fontaine but Fontaine faked his own death\nDays later a rebellion has started in Rapture against Andrew Ryan  led by Atlas and the poor to bring him down of his throne\nThe year is 1960 and the game starts as you Jack , the main protagonist , is onboard an airplane which crashes near a mysterious Lighthouse\nGameplay The gameplay is just brilliant! The game is a singleplayer FPS with some RPG elements to it as you can choose from many ways to play the game completely diffrently as it best suites you\n8 unique and interesting weapons to choose from with each one having 3 diffrent ammo types to choose from\n11 creative and useful Plasmids (super powers) you can choose from which each one has their unqiue and special effect on enemies\nMillions of diffrent ways to customize your character with player enchancements which completely change the way you play\nGraphics Tho the game is released in 2007 i still find the graphics to age very well\nThe artsyle of the enviroment of Rapture is at the same time beautiful and creepy in some parts\nIt totally makes you feel like you're in an adandoned underwater city where a rebellion used to be\nSoundtrack Nothing special but brings the creepy tone to the enviroment\nPROS: +A well written Storyline\n+Brilliant Gameplay\n+A very well-aged artstyle\n+Tons of ways to customize your gameplay with diffrent weapons , player enchancements and much more!\n+Variety of creative and unique enemy types\n+Dark and Creepy atmosphere\n+A nice amount of gore\n+Love the Big Daddies :)\nCONS: -Nearly the end of the game you'll be full on ammunition and money and the drops of the enemies will be annoying and useless\n-For Windows 7 users when you first start up the game you'll have some sound and resolution issues which can easily be fixed by finding some guides on the internet ( It didn't work for me tho -_-)\n-There's a chance that the Steam Overlay for this game won't work after you fix the resolution and sound issues ( as happened to me ... -_-)\n\nI totally recommend buying this game if you haven't tried it out yet\n\nI rate a total of 9.5/10\nNow , would you kindly buy this game and give my review a like? :)","March 29, 2015","true","34.8"," 604 of 639 people (95%) found this review helpful 47 people found this review funny","95","604","639","47","13"
"http://steamcommunity.com/id/flying_lotus/recommended/7670/","flying_lotus","Mr. Pink","http://steamcommunity.com/id/flying_lotus/","376 products in account","The best part of BioShock series so far, simply a masterpiece. Sure, the gameplay's solid, smooth, fun, and plasmids system are quite innovative, but that's not what makes "Bioshock" a masterpiece; it's the story. You get a chance to see that a world without morals are doomed to fail, even so beautiful, like Rapture.\nDont be lazy to pick up all the audio, or you will miss the most intersting parts of the plot.","November 27, 2013","true","15.6"," 454 of 477 people (95%) found this review helpful","95","454","477","0","16"
"http://steamcommunity.com/id/mrninjasquirrel/recommended/7670/","mrninjasquirrel","MrNinjaSquirrel","http://steamcommunity.com/id/mrninjasquirrel/","1478 products in account","Bioshock was a genre shifting masterpiece upon release.\n\nLooking back, there are some cracks in its foundation that stand out a bit more obviously today after so many reiterations and refinements have been made to first person shooters on the whole, but that the experience is still such a rich, deep, and enthralling one is a testament to how incredible it originally was.\n\nBioshock is first and foremost the story of Rapture, an underwater utopia plunged into chaos by its own design of rejecting traditional ideology. It was a city created to be a safe haven for the most ambitious and intelligent people of the world to tap into their full potential; to experiment and create, free from the burden of morals and law found in the world above. Along with this came the discovery of a gene altering drug known as Adam, which when injected alters the hosts genetic code and bestows superhuman powers to them, from shooting fire from your fingertips to telekinesis and mind control. In a city removed from natural order restrained only by owns own ingenuity, the thirst for power eventually led to the city's demise.\n\nEntering this decrepit city as a castaway from a crashed airplane is among the most impressive and memorable opening sequences to any video game I've ever played. It's a perfectly executed series of events, informing you both of what the city once was and the nightmarish hell it became in a matter of moments, before leading you into an astonishingly well crafted world that devours you whole in its overpowering atmosphere. Everywhere you look there are callbacks, visual cues and audio diaries that retell what life was like in Rapture, and how it got to be the way it is. The sense of place and level of detail carved into the environment informing you not only what Rapture was, but what it represented, is an astounding achievement in world design and environmental narratives. There's never a room that feels out of place, or an oddly written character; it all fits together in this twisted world of objectivism steeped in the writings of Ayn Rand, so successfully realized it's almost frighteningly easy to see how a city like Rapture could potentially come about.\n\nMuch of this is presented non-verbally, with art deco banners and store fronts, dated vending machines, and various subtle hints at Rapture's history peppering the environment and bringing it to life. The disturbing sounds and dialogues of the splicers inhabiting the city add a level of characterization to enemies that turns them into more than soulless targets, providing a glimpse into their backstories and bizarre relationships, and at times making me hesitant to actually kill them (at least until they tried to).\n\nThe world design is so strong in fact that it largely overshadows the core narrative of your character, one which stays in the background until roughly 2/3 of the way through, and then ends in a rather disappointingly cliched manner. It's not to say it's bad, as when the plot finally comes to the forefront it does it in a way that's startling and unforgettable, but it seems almost secondary in many ways to the numerous auxiliary stories you hear as you make your way through rapture. It's there to keep the experience on a straight path, but it's not what drives it.\n\nWith how much depth and originality was given to creating this remarkable world, it's a remarkable feat that just as much work has been put into Bioshock's combat mechanics. Utilizing plasmids, the same substances that turned the citizens of Rapture insane, adds a host of combat options to the standard gunplay, often working in tandem with each other to open the game up for dozens of different tactics that makes combat almost like a puzzle as you mix and match the tools at your disposal to find the most potent combinations (one of my favorites was the "one-two punch" of electrocuting a splicer, the enemies of the game, and then delivering a hefty hit with the wrench). Being able to carry an entire arsenal with you further broadens your capabilities, allowing you an immense amount of freedom in how you approach encounters and with it coming a welcome amount of variety.\n\nThe inventiveness and distinction of each enemy you face layers on yet another element to combat encounters, from the different ways splicers react to you and each other (from running straight forward, arms flailing, to climbing the walls and dropping down from above), to the intense encounters with Big Daddies: huge enemies outfitted with an enormously powerful drill and far more speed an maneuverability than there colossal diving suit bodies would have you believe. These fights are brutal and require you to more carefully time your attack and fine tune your strategy, often using the environment and traps you set to your advantage as a head on approach is almost certainly suicidal.\n\nThe few areas that Bioshock trips up on are largely the result of the existence of its more mechanically sophisticated sequel, which streamlined the tedious hacking minigame and added dual wielding to make combat faster and more fluid.. They aren't huge issues in the overall picture, but it does make returning to the original harder than I'd imagined and would likely seem a bit clumsy to those who played the other two games first (which I would certainly advise against).\n\nDespite all the years since its release, very few games have managed to match the scope and creativity of Bioshock's world and mechanics (even its own two sequels). It's an astounding achievement in every area of its design, and the sort of game that would be fair to consider something of a requirement to play. It's among the most amazing games I've ever played, as well as one of my personal favorites that I see myself continuing to return to as without fail I fall back in love with it again.\n\nYou can read more of my writing on Kritiqal[kritiqal.com].","October 14, 2014","true","11.5"," 340 of 355 people (96%) found this review helpful 8 people found this review funny","96","340","355","8","19"
"http://steamcommunity.com/id/b-13/recommended/7670/","b-13","B13","http://steamcommunity.com/id/b-13/","665 products in account","Would you kindly, play this game","June 8, 2015","true","15.7"," 466 of 510 people (91%) found this review helpful 327 people found this review funny","91","466","510","327","0"
"http://steamcommunity.com/profiles/76561198137163390/recommended/7670/","76561198137163390","Connection Error","http://steamcommunity.com/profiles/76561198137163390/","78 products in account","-Andrew Ryan- "The people shall not rebel from me!"\n-Supplies every citizen with guns and ammo out of vending machines around every corner\n-Gives all citizens superpowers that make you go crazy\n-Refuses to help poor people who want food\n-Rebellion ensues\n-He blames the people\n\n10/10","November 17, 2015","true","20.0"," 287 of 308 people (93%) found this review helpful 261 people found this review funny","93","287","308","261","6"
"http://steamcommunity.com/id/ownosourus/recommended/7670/","ownosourus","ownosourus","http://steamcommunity.com/id/ownosourus/","3349 products in account","The long awaited Bioshock has the distinct honor of being the first non-sports title to usher in the long awaited holiday gaming rush. As the spiritual successor to the System Shock series, Bioshock is a highly anticipated title because of its blend of incredible visuals and innovative First Person Shooting. Our tickets to Rapture have finally arrived, and everyone is obviously wondering if Bioshock can live up to its own hype. The answer is a resounding yes, as Bioshock is a genre-bending adventure-roleplaying-FPS hybrid that completely absorbs the player and doesn't let go until the thrilling end.\n\nBioshock takes place in the underwater city of Rapture, built by the homicidal genius Andrew Ryan. Ryan conceived Rapture as a place for geniuses and the mentally elite to be able to separate themselves for society and flourish without the constrictions placed on them by morality and government. However, something goes deathly wrong in Rapture, leaving most of the inhabitants dead or raving, murderous lunatics. The game begins with the protagonist as the lone survivor of a plane crash in the ocean, with Rapture being your only hope of refuge. You quickly get caught up in unraveling the mystery of Rapture as you fight for survival, getting caught up in the different objectives of other "sane" inhabitants that usually need favors before they'll aid you to escape to safety.\n\nThe blessing and curse of Rapture is the rampant use of Adam, a material that allows individuals to alter their own genetic code and give themselves superhuman abilities. Adam is a hot commodity in Rapture even long after most of its inhabitants are dead. Odd ghoulish girls called Little Sisters harvest Adam from dead bodies while armored monster known as Big Daddies protect the girls from harm. This relationship between Adam, the Little Sisters and the Big Daddies is at the core of Bioshock. Your character needs Adam to evolve and to remain capable of surviving the various foes that Rapture throws at you. However, the choice at the center of the gameplay revolves around the sacrifice of the Little Sisters. Will you kill the changed little girls to get maximum Adam, or will you attempt to save them and risk not having enough power to stay alive?\n\nThe first and most noticeable thing about Bioshock are the visuals. Bioshock simply looks gorgeous. The underwater effects are among the best ever in a game, which is wonderful since there is a lot of water in the game considering that it takes place at the bottom of the ocean. The character models all animate incredibly as well, and even the protagonist has lifelike movements, flexing his on-screen hands occasionally in a convincing manner for the idle animations. The varied locales all look great as well, ensuring that the game experience is as immersive as possible. Rapture actually feels like the dilapidated city it is supposed to be. You'll encounter scattered bodies, some hung, some killed by gunfire, some killed by traps. There's always a sense that something has happened here, that the stage isn't a simple backdrop for you to explore.\n\nThe next most noticeable thing is the high level of audio quality in the game. The sound effects are all spot on, from the bang of the shotgun to the whisper of the Little Sister to their protectors. The assorted splicers all chatter when they believe themselves to be alone, espousing nonsensical or deranged statements that reinforce their insanity. Also commendable are the voice actors in the various audio diaries scattered around Rapture.\n\nThis brings us to perhaps the best quality in Bioshock... the story. Bioshock masterfully weaves an intricate tale by allowing you, the player, to piece together the story of Rapture and its mysterious fall. The various audio diaries, though not essential, help to evince the large picture for the player in between radio transmissions for various characters that guide you to the finale.\n\nThough classified as a First Person Shooter, Bioshock shares elements with a role-playing game or an adventure title. The various plasmid induced abilities as well as the different Adam-costing upgrades to your character give you a constant feeling of growth.There are also assorted "minigames", such as the ability to hack different machines via a pipeline game, or the ability to take photos of your enemies to give your character combat bonuses against them. There are also slots for combat, physical ability, and engineering where you can equip gene tonics, which enhance your abilities with traits such as a faster melee attack or the ability to turn invisible when idle. You can also upgrade your weaponry and invent items at designated stations. This variety serves to keep the gameplay fresh, as your character is always encountering a new ability, a new weapon, or better traits.","May 11, 2014","true","129.6"," 265 of 288 people (92%) found this review helpful 1 person found this review funny","92","265","288","0","8"
"http://steamcommunity.com/id/98989895/recommended/7670/","98989895","Mr. James K Polk","http://steamcommunity.com/id/98989895/","88 products in account","Would you kindly buy this","March 27, 2014","true","14.8"," 1,523 of 1,843 people (83%) found this review helpful 2 people found this review funny","83","523","1","2","38"
"http://steamcommunity.com/id/Whiteswart/recommended/7670/","Whiteswart","Whiteswart","http://steamcommunity.com/id/Whiteswart/","1424 products in account","A marvel. A wonder.\n\nFor me, it has a much more value than Bioshock 2 or Infinite, because it was before, and it said it all, loud and clear.\n\nI don't believe you've not heard a thing about Bioshock, it would be a total bewilderment!\nYet I must state there, that Bioshock was like a grasp of fresh air for a submariner, when it hit the shelves in the 2007.\n\nIn the thick of of bleak and obtuse FPS games, flooded all stocks and minds, Bioshock felt like a blessing from above. Ken Levine made his brightest shot into the eternity. Bioshock is a Magnum Opus. A real deal stuff. A resurrection of System Shock principles with the isogenic battle system (mixture of guns, guts, wits and magic), with modern, looking-better-than-Half-Life-2-graphics, and deep, dark, sound and comprehensive story. Again mankind was looking for salvation, but drowned itself by ever-growing sins like greed, powerlust, and false infallibility.\n\nA miraculous experience of witnessing the end of time and humanity. A travel to mad scientist inner space. A nice reason to forget about sleep, in my book.\n\nMark is 8.5/10: the narrative falls down a little in the very end, and there are some other distracting little things on the way through Rapture, that keeps me from praising Bioshock as "the-best-my-eyes-ever-seen!" title. But it is still a brilliant of game design, totally worth of your time.","October 14, 2015","true","38.1"," 254 of 277 people (92%) found this review helpful 19 people found this review funny","92","254","277","19","8"
"http://steamcommunity.com/id/Ov3RT4K3R/recommended/7670/","Ov3RT4K3R","Ov3RT4K3R","http://steamcommunity.com/id/Ov3RT4K3R/","2407 products in account","In BioShock you are a survivor of a plane crash in the middle of the Atlantic Ocean. You are able to make your way to an island where a submarine is waiting to take you to into the great depths below where the mysterious underwater city of Rapture awaits. The city is trashed and genetic freaks called splicers roam around, attacking anything that gets in front of them. In order to survive you will have fight through these Splicers and other oddities keeping your eyes and ears open for clues into what has gone wrong, how you may be able to help or how you can escape.\nOne aspect that makes the storyline work so well is the way it is told. BioShock uses a real time method of telling the story through random radio reports, overheard conversations and audio recordings.\nYou can choose from a variety of different weapons, anywhere from pistols and shotguns to chemical throwers and grenade launchers. Each gun has different ammo that you can use. There are also many plasmids that you can use. You can electrify the water to kill everyone in it, set people on fire, freeze them and then smash them with a wrench, among other things.\nThe graphics in this game are good, out of date, but still good.\nThe sound of BioShock really puts you into the game. From the creepy things the splicers say to the background music, everything fits perfect.\nBioShock builds a great atmosphere by using terrific graphics and sound to set a creepy mood. BioShock is truly a stunning game and worth to buy.\n\nSounds 9/10\nGraphics 8/10\nGameplay 8/10\nAtmosphere 9/10\n\nIf you liked my review, please feel free to follow me and/or my curator group:\nhttp://steamcommunity.com/id/Ov3RT4K3R/myworkshopfiles/?section=guides\nhttp://steamcommunity.com/groups/orcollective#curation","March 10, 2014","true","7.7"," 252 of 276 people (91%) found this review helpful 1 person found this review funny","91","252","276","0","5"
"http://steamcommunity.com/id/ILiekVudka/recommended/7670/","ILiekVudka","Cripple","http://steamcommunity.com/id/ILiekVudka/","124 products in account","WELCOME TO THE CIRCUS OF VALUE","June 22, 2015","true","10.4"," 273 of 304 people (90%) found this review helpful 259 people found this review funny","90","273","304","259","0"
