"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/id/Tarrnack/recommended/414290/","Tarrnack","Tarrnack","http://steamcommunity.com/id/Tarrnack/","236 products in account","Early Access Review\n\nIts simply too bare bones at the time of this review. Good concept but there is simply not enough of a game. The items and artifacts are varied but there are only a hand full of enemies that provide little challenge. I hope to see this game a bit more fleshed out.","February 5","false","0.6"," 34 of 44 people (77%) found this review helpful 2 people found this review funny","77","34","44","2","0"
"http://steamcommunity.com/profiles/76561198169700297/recommended/414290/","76561198169700297","DatFancyIan","http://steamcommunity.com/profiles/76561198169700297/","296 products in account","A great idea, but was sadly rushed out of early accessPrincess.Loot.Pixel.Again is an addicting rogue-lite platformer, with randomly generated dungeons. The game has different classes that you can go through the dungeon as, and artifacts that can sharpely change the game fast. I was just reviewing this game when the developer randomly posted an update titled "FULL RELEASE!" This update changed almost nothing, and gives me mixed feelings on the game as it stands. So keeping that in mind, lets go through the gameplay.\n\nGameplay\nYou start your dungeon run by selecting one of 7 classes. Each class has a unique playstyle, with certain skills the others lack (speed, strength, crits) are quite balanced, and lead to strong replayability. Any character you choose will start you off with 3 bombs and 3 keys, with bombs you can blow up walls, and with keys you can open any locks on any doors or chests. After you spawn in you'll be running room to room, slaying monsters, blowing up crumbling walls, hoping for green chests, entering shops, picking up items, unlocking doors, solving jump puzzles, defeating bosses, making dark deals, upgrading your weapon and hopefully having lots of fun :)\n\nPros:\n+Unique class system\n+Randomly generated levels\n+Unique artifacts that alter gameplay\n+The game tests your reaction and patience\n+Great soundtrack\n+Steam cards and achievements\n\nCons:\n-In need of more enemies and artifacts\n-Bosses need to be balanced\n-Rng plays too heavy of a role in succeeding\n\nOverall...I highly recommend to any player that enjoys rogue-lite games. The game is all about how you react, you can go hacking n' slashing through rooms, but you could fall in acid, be too timid and you could get hit with a fireball, the result of someones run is a reflection of balancing strategies and having the scale tip in thier favor. The different classes and game changing artifacts strongly give the ability to play the game more and more, and even though the game cut out most of the story elements, and it would be nice to have more enemies, the game accomplishes a fun 10+ hours of mastering each class, and the weakness and strengths to items and powerups in the game. Despite having a number of flaws, I continue to come back to the game and is now one of my favorite games in my library, and I dont say that lightly. The game could have been the platformer successor of Binding of Isacc, it could have been the next new, great, rogue-like game out there, development has ceased, but trust me, NO ONE will be happier than me, if this project is picked back up again.\n\nRecommended 7.5/10\n\nFor more recommendations and reviews on our favourite up and coming quality games follow Lot's O Giveaway's group curations here!","April 19","true","25.8"," 15 of 15 people (100%) found this review helpful","100","15","15","0","0"
"http://steamcommunity.com/profiles/76561198016621386/recommended/414290/","76561198016621386","Cerb","http://steamcommunity.com/profiles/76561198016621386/","90 products in account","Not really a bad game at all, but there's just not enough content even at this price. My first playthrough took me 45 minutes exploring every single room. Prices for items are steep and resources are scarce if you want to open every crate and door. This would have been fine if the game just had gone on for a bit longer.\n\nAll in all there's just not enough effort put into this to release it with a price tag. It's close and everything's functional, but it needs more.","May 10","false","1.3"," 15 of 17 people (88%) found this review helpful","88","15","17","0","0"
"http://steamcommunity.com/profiles/76561198071723451/recommended/414290/","76561198071723451","La Giuggia","http://steamcommunity.com/profiles/76561198071723451/","230 products in account","There's no much to say here, the game is a wannabe-clone of Rogue Legacy without any of the things which make Rogue Legacy extraordinary\n\nThere's no setup, no charisma at all, you chose your character and BAM! you're in this randomly generated floor and you have to clear a floor after the other. It's an easy platform with nothing new, you could enjoy a run, just out of curiosity, then you could do another one hoping that it will surprise you some way, but it doesn't happen and there's no reason to keep playing.\nThis has a pure roguelike style, there's no kind of progress, when you die you are done, you unlock nothing, you don't achieve anything, and this totally kills every interests.\n\nI won't say the game is bad, it just has no reason to exist. It's nothing better than a lot of other games of the same genre. There's nothing new, and there's no effort, no character in its concepts.\n\nConclusions:If you think you could like this game, just buy Rogue Legacy, it's way better. If you already played Rogue Legacy, then look for something else. There's no much content in the game, and that's ok, considereing the price, but even if this game was free there's no quality, no reason to spend your time here, buy something else, or even if you can't afford something else, I'm sure you'll easily find a better way to spend your time.","April 17","false","0.9"," 31 of 46 people (67%) found this review helpful 4 people found this review funny","67","31","46","4","4"
"http://steamcommunity.com/id/mephreaper/recommended/414290/","mephreaper","Hawsome","http://steamcommunity.com/id/mephreaper/","69 products in account","Early Access Review\n\nFinnished this within 42 minutes, probably wont be playing again. Most characters are simply horrible like the "hunter" whose arrows have a very tight hitbox etc.\nAnd the enemies are just moving around, not attacking (some of them have incredibly simple attacks) Bosses were ok.\n","April 7","false","0.7"," 10 of 13 people (77%) found this review helpful","77","10","13","0","0"
"http://steamcommunity.com/id/BluePaw/recommended/414290/","BluePaw","BluePaw 🐾","http://steamcommunity.com/id/BluePaw/","164 products in account","Release Update: This game looked like there was going to be more content to offer and had potential, but seems the devs either ran out of ideas or considered it to be done. My view of it doesn't change overall, but I am disappointed that this is the final product of it. :(\n\nEarly Access View:\nThis game was given to me as a gift after giving my friend a gift... yay gift exchaning!\n\nYou don't need much gameplay time to understand how this game works. I would get this game on sale than $5 though, despite how long you may be playing it.\n\nThe screenshots reminded me a lot of Rogue Legacy, but more pixelated. Apparently I was wrong on that... so much.\n\nI see this more as arcade style than Rogue-Like though. Difficult with randomized level layouts, but doesn't seem that all punishing as other Rogue-Likes are when you die.\n\nThe controls feel... very awkward and difficult getting used to. Be great to rebind them. Pretty much the only issue I have.\n\nThere's no bugs or glitches, doesn't crash, story is purposely generic with a reason. This will be a good time waster when I have nothing else to do, but I don't see myself investing too much into it.","April 15","true","13.0"," 16 of 25 people (64%) found this review helpful","64","16","25","0","3"
"http://steamcommunity.com/id/blokkemblokkem/recommended/414290/","blokkemblokkem","blokkemblokkem","http://steamcommunity.com/id/blokkemblokkem/","268 products in account","The game is super fun and reminscient of Rogue Legacy in the satisfaction department when it comes to opening chests, getting relics (Hero Siege-style, which can be annoying at first because you don't always know what they do), and doesn't make you feel like you need to save expendable items like the bombs and keys.  The combat leaves a lot to be desired, it's just simply too easy.  Nothing poses a challenge to a player who knows NES-era dodge tactics (...move left and right).  Even the last boss is so incredibly easy that I sat there expecting a "this isn't even my final form" type of encounter.\n\nBut, I still recommend the game because it does have some replay value and for $5, that can't be beat.  If you're decent at games, expect about 2 hours to beat it the first time with less than 1 hr required for subsequent completions.  The achievements add some incentive to keep playing for a few run throughs, but you'll be burnt out if you try to complete it consecutively with each class in an effort to 100% the game.\n\nIf expanded upon with some content that adds more depth via levels, monsters, and bosses could really shine.","April 16","true","5.6"," 10 of 14 people (71%) found this review helpful","71","10","14","0","0"
"http://steamcommunity.com/id/akhsavi/recommended/414290/","akhsavi","akhsavi","http://steamcommunity.com/id/akhsavi/","851 products in account","Talented compilation of known ideas, too nicely done and addictive enough to be ignored.\n\nIt's about:Princess (barely and briefly yet), Pixel, Loot;\ndungeon crawling;\ncursing the random;\npatience and reaction;\njumping;\nmanaging available resources (gold, keys, bombs) for the most efficient use;\ndaring, trying and dying.\nWhy you should play this:addictive gameplay - it's kind of fast-paced rogue-like/platformer (one successfull session takes about 30-40 minutes) with clear and simple (but not simplistic) mechanic:\nbasically, you choose a hero and have to go through 8 levels + 4 fights with bosses (incl. final one);\nyou explore level "room-by-room" and looking for an "exit";\non each level there're: hidden places and locked doors (explode and open them using bombs and keys), common enemies "dropping" health / mana / coins / key / bomb, shop and sometimes black market;\nkill enemies, collect coins, pick up better equipment and artifacts, become stronger and move further;high replayability:\n7 classes with different starting stats provide some small but noticable changes in your "fight attitude";\nlevels are randomly generated from particular number of different "rooms".\nWhy you may not like it:it's not overstatement to say that game doesn't have difficulty in its "common meaning" - random in charge of everything here: as a result, some of your walkthroughs may be easier than others regardless your skill;\ngenerally, game suffers from scarce of content: not large variety of common enemies, limited kind of traps and lack of different "rooms" generating a level (couple of hours and you will notice "copy/paste").\nOnce Michelangelo (no, not ninja-turtle) said about his sculptures: "I simply take away all spare".\n\nThis game doesn't offer astounding visuals and you won't find any "deep story" here... It's mostly about the pure gameplay with minimum frills, maybe not a game for everyone, but, damn, "Again" here is certainly fun.\n\nP.S. My walkthroughs for each hero.","March 21","true","38.4"," 21 of 35 people (60%) found this review helpful","60","21","35","0","0"
"http://steamcommunity.com/id/barshems/recommended/414290/","barshems","Barshems","http://steamcommunity.com/id/barshems/","191 products in account","Early Access Review\n\nthis review for 0.81 early access\n\nright now 8 floors in Princess.Loot.Pixel.Again, (takes about 20min.)  You rescue and then have to hit "ESC" on your keyboard to return to the title menu, no special victory screen no featuers that would make you want to run it again.\n\nI was really hoping the "Again" in the title would be key to my feelings towards the end of the game.  Maybe after they get out of beta.\n\nI paid $2.74 for this on sale and I wouldn't even recommend that price at this stage.  Pretty much buy this only if you want to support the developers.\n\nfor what it's worth though I believe it holds potential so maybe when they finish I can change my review","December 28, 2015","false","7.1"," 8 of 11 people (73%) found this review helpful","73","8","11","0","0"
"http://steamcommunity.com/id/dokvald/recommended/414290/","dokvald","Dokvald","http://steamcommunity.com/id/dokvald/","1004 products in account","It's a poor man's rouge legacy.","April 17","false","7.2"," 11 of 17 people (65%) found this review helpful","65","11","17","0","2"
