"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/id/Engaged_nLovingMyPantomime/recommended/231040/","Engaged_nLovingMyPantomime","❤LadySunShine💍ᴹʳˢ⋅ᴷ","http://steamcommunity.com/id/Engaged_nLovingMyPantomime/","3117 products in account","Very fun,cute and pretty little game! The gameplay is kinda simple but the story still very enjoyable. The house/jazzy soundtrack is really nice to hear while playing; it creates a relaxing atmosphere. This game is addictive somehow ^^\n8/10.","March 12, 2014","true","3.4"," 94 of 121 people (78%) found this review helpful 1 person found this review funny","78","94","121","0","7"
"http://steamcommunity.com/id/markdj/recommended/231040/","markdj","dj.","http://steamcommunity.com/id/markdj/","2973 products in account","Beatbuddy... The title suggests this game is all about music and in a way it is, but don't expect something like Bit.Trip Runner, Symphony or Audiosurf here. Beatbuddy is an action adventure where your enemies produce the sounds resulting in a track for each of the six levels. The levels themselves are big and should take you around 30-45 minutes to finish. So completing the game will take you about 5-6 hours. I can tell you that that's more than enough because Beatbuddy just doesn't have enough variety to keep things interesting for much longer than that. True, it introduces new puzzles and enemies in every level that you play, like so many other games really, but for Beatbuddy is just isn't enough.\n\nPlus, the fact that I experienced 2 game breaking bugs made me realize that Beatbuddy is a good game, but nothing groundbreaking. I can understand that a game has bugs, as long as they don't break the game but for a game that's 2D and somewhat linear it's unforgiving. Especially if it's such a short experience.\nOn the other hand; the levels are well made and have beautiful art so it's not all bad.\n\nMy advice to you: grab it when it's on sale.\n\n[Rating: 65/100]","August 15, 2013","true","5.9"," 54 of 62 people (87%) found this review helpful","87","54","62","0","3"
"http://steamcommunity.com/id/Stakmaster/recommended/231040/","Stakmaster","StakAttak","http://steamcommunity.com/id/Stakmaster/","513 products in account","I really, REALLY wanted to love Beatbuddy. Games that incorporate music into their gameplay are kind of my thing, and to the game's credit it does start out VERY strong. The first half hour or so is incredibly fun and inventive as you experience how the game layers beats on top of each other to create the main song of the level, and discovering each new creature and how it interacts with the soundtrack and Beatbuddy gameplay wise is incredibly novel. Sadly the gameplay fails to stay fresh for very long, relying on the same bounce pad and reflector tile gameplay for the majority of the game, which is pretty disappointing for a game that's only 3 hours long.\n\nThe first thing you'll notice are how floaty the controls feel. The game (appears) to be set underwater, so that point can be somewhat forgiven, but if you're playing with a keyboard and mouse the poor controls are really put front and center. The majority of the game is based upon interacting with your environment, using keys in locks, hitting things to the beat, etc. However this quickly becomes INFURIATING when Beatbuddy simply refuses to pick up an object or swim a certain direction, ESPECIALLY in time sensitive situations. I can count on one hand the times during my playthrough that Beatbuddy picked up or placed an object where I wanted to the first time without having to click the mouse repeatedly. Another totally bizarre control issue is that Beatbuddy will occasionally just stop listening to your commands altogether and swim in completely random directions, sometimes coinciding with your mouse being over the foreground art but sometimes due to nothing at all. All this leads to a very obnoxious gameplay experience at best, and a potentially maddening one at worst. Eventually you get used to it (about 30 minutes before the end, unfortunately) but when the game throws handfuls of enemies at you at once and you're being helplessly knocked around while the game ignores mouse input, or given a time sensitive puzzle and Beatbuddy flat out REFUSES to pick up an essential piece of the puzzle in a timely manner, you can't help but feel let down.\n\nThankfully Beatbuddy is forgiven some of its gameplay missteps with a very charming art style, which is a 3D character model on top of very beautiful layered 2D art, although for a musically driven game the soundtrack is surprisingly mediocre, save for a few standouts. While the first level is designed extremely well in regards to introducing not only the layers of song throughout the level in a gradual and fun way, but also the creatures of the world and how they interact with you and the song, that detail seems to go out the window past the first few levels. The soundtrack becomes just the backdrop as the game progresses instead of a major gameplay element, with a few exceptions of course. The fact that the game forgoes a lot of these fun ways to introduce the song of the level compounded with the hit or miss controls and the fact that you see most of what the gameplay has to offer very early on makes the Beatbuddy segments seem like filler until you get to the next vehicle sequence, which is when you get to hear the level's song in its entirety (or as much as they were allowed to play, as the "level's song in its entirety" actually only ever ends up being maybe a 15 second loop of a chunk of the chorus). It began to feel like I was just chugging through the same old bounce pad, reflector tile and collect the gems sequences as Beatbuddy until I got to play the next vehicle segment, which turned out to be the game I ACTUALLY wanted to play.\n\nAs for the story, it serves its purpose. For a 3 hour game it does its job. The characters are all very likeable and cute, too. Their designs are pretty unique and fit the world well, and they all speak in their own style of beatbox which is pretty endearing. The game has some decent humor in the way of your companion, Clef, dismissing the very clearly falling apart vehicle you both ride in and the Prince character doing some very tongue-in-cheek villain things. Slight spoiler alert here, but the ending seems to happen all at once and with very little fanfare which is very disappointing. For a big, boisterous music game I was expecting a large boss battle with some rousing music, but the ending really comes out of nowhere and happens very quietly. For a short little music game like this I suppose it's fine, I was just hoping for more.\n\nEven with all that being said, there's still something about Beatbuddy. I'd be totally lying if I said a few of the songs weren't still stuck in my head, and I beat it in one sitting and didn't want to stop, which is saying a lot nowadays. Maybe it was because I wanted to see what the next level was going to look like, or what new mechanic they would introduce, or maybe I just wanted to hear what the next song would be. Unfortunately with the gameplay flaws and short gametime Beatbuddy comes off as less of a good videogame and more of a really enjoyable interactive music video. If that's fine to you, by all means pick up this game. If you're really pining for a new music game, pick up this game. For everyone else I'd say maybe avoid this one. Pick up some of the greats (Audiosurf, Beat Hazard, etc.) or maybe get it on sale.","March 30, 2014","false","3.8"," 60 of 72 people (83%) found this review helpful 1 person found this review funny","83","60","72","0","0"
"http://steamcommunity.com/id/misterkipper/recommended/231040/","misterkipper","Mister Kipper","http://steamcommunity.com/id/misterkipper/","287 products in account","Get this on sale, watch a "let's play", perhaps buy the soundtrack - Beatbuddy excels at everything it does, except the "game" part.\nBeatbuddy offers great visual design, richly drawn assets and fluid animations.\nBeatbuddy offers an exceptional soundtrack that will certainly keep you listening.\nBeatbuddy has apparently been painstakingly patched by dedicated developers.\nBeatbuddy, however, is broken by design, at least gameplay-wise.\n\nThe game seems to attempt to relate its gameplay formula to rhythmic cues and boy does everything seem really nice, in theory, until you actually start to move around. The issue is very simple, and very hard to fix for a complete game.\n\nAutomatic actions happen between set intervals, following the beat of the song - but your movements don't. This is partially fixed by the vehicular sections, that set your movements to the beat, although not responding reliably to input.\n\nDashes, punches and other actions happen in their own time and generate offsetting audible feedback, making controls feel even less responsive than they already are. This becomes clear since the start of the game, as soon as color-changing bubbles and spiked crabs appear.\n\nObstacles clear their paths within the song's rhythmic call, as you dash through 0.3 seconds later causing annoying dissonance.\nCrabs swing to the beat, as you punch them as fast as you can click, ignoring any sort of timing or planning there could ever be.\nVehicle dashes are timed to the second beat! Except holding the button does the same thing, while attempting to click on-beat results in failed half-dashes.\nJellyfishes move to the beat! Move along with them in synchronicity so you can survive! Except they move less per beat than you do, forcing you to either ignore the song or smash your face every sixth beat.\n\nThe issues pile up as new elements are added, it seems.\nPlaying only with visual cues might actually be more helpful than attempting to follow the song.","March 1, 2014","false","0.5"," 80 of 113 people (71%) found this review helpful 1 person found this review funny","71","80","113","0","1"
"http://steamcommunity.com/id/discoh/recommended/231040/","discoh","Disc-OH!","http://steamcommunity.com/id/discoh/","145 products in account","Tedious gameplay.  90% of each stage is the same type of puzzle, the other 10% is collecting collectables.  Boring.\n\nThe music is too reliant on loops in order to turn a 50 second clip into the only thing you will hear for 30 minutes.","March 2, 2014","false","1.4"," 34 of 40 people (85%) found this review helpful 1 person found this review funny","85","34","40","0","0"
"http://steamcommunity.com/id/travanoid/recommended/231040/","travanoid","Travanoid","http://steamcommunity.com/id/travanoid/","1016 products in account","Music in this game is astoundingly good. Sadly, the level design is uninspired and the puzzles are repetitive. The checkpoint system doesn't work super well, leading to many broken event triggers.\n\nMade it to chapter 4 before encountering a checkpoint bug that stuck me in one area of a level, and no further progress was possible.","September 13, 2015","false","2.6"," 34 of 41 people (83%) found this review helpful 4 people found this review funny","83","34","41","4","0"
"http://steamcommunity.com/id/echtzeit/recommended/231040/","echtzeit","Echtzeit","http://steamcommunity.com/id/echtzeit/","1137 products in account","In theory, this game should be a perfect match for me: 2D handpainted graphics and an electronic soundtrack. But if you look at the awards Beatbuddy has won, one thing's apparent. They are all for audio, not a single one is for gameplay.\n\nAs such, the actual game isn't very fun. When swimming "on foot", half the time you're going through tight spaces, which gets tiring very quickly. The controls have a laggy feel, since you are supposed to be under water. They should in reality be much tighter for this kind of game.\n\nIt gets even worse when you're in the vehicle. Suddenly you jump synchronized to the beat and have to press the button every 2/4th to get a little boost. This isn't very fun either. Trying to move synchronized with huge bubbles that are slower than you is really a pain in the ♥♥♥.\n\nIf you want to play a fun platformer with musical elements, you NEED to check out Sound Shapes on PSN, which does control much better, even sounds better and is so beautiful, it made me cry!","March 9, 2014","false","0.7"," 29 of 35 people (83%) found this review helpful 1 person found this review funny","83","29","35","0","0"
"http://steamcommunity.com/id/seph_au/recommended/231040/","seph_au","seph.au","http://steamcommunity.com/id/seph_au/","6755 products in account","If you enjoy a good platformer. Buy me.\nThis game comes very close to rayman origins/legends quality.\nRather impressive given the obvious developer team size/funds difference.\n\nDecent enough story that you don't feel inclined to skip it. Well paced game with each level taking around 30-60minutes, depending on how much you explore. Game length is around 6-10hrs.\nSoundtrack and controls are top notch.\n\nA+","December 18, 2013","true","9.9"," 45 of 63 people (71%) found this review helpful","71","45","63","0","1"
"http://steamcommunity.com/profiles/76561198088831334/recommended/231040/","76561198088831334","stereomace","http://steamcommunity.com/profiles/76561198088831334/","125 products in account","I am surprised by how good this game is.  It is a rhythm puzzle platforming game.  It is really fun moving around with the great beat, and the puzzles are really good.  I love how the game looks: colorful, smooth, and beautiful HD.  The animations and controls are awesome.  The story is very simple, but for this type of game, it is alright.\n\nIt is good for 5-6 hours of fun with possible replay value.  Pick it up when it is on sale if you like rhythm, puzzle, or platforming games!\n","June 18, 2015","true","5.3"," 20 of 21 people (95%) found this review helpful 1 person found this review funny","95","20","21","0","0"
"http://steamcommunity.com/id/AxelMan0/recommended/231040/","AxelMan0","Logical Phallusy","http://steamcommunity.com/id/AxelMan0/","205 products in account","Music loving gamers--both hardcore and casual--will likely be happier with games like Audiosurf, Beat Hazard, and Symphony. It is an excellent addition to your library if you like a very casual slow paced puzzler or if you have kids. I got this game thinking it was more music driven "crazy arcade adventure" than it really is. The music is more of an ambiance thing than the driving force it is presented as. Don't purchase this for the music or the platforming (of which there is none). I would consider this more of a puzzle game than anything else.","January 10, 2014","false","1.5"," 19 of 23 people (83%) found this review helpful 1 person found this review funny","83","19","23","0","0"
"http://steamcommunity.com/profiles/76561198082571861/recommended/231040/","76561198082571861","J33nyus","http://steamcommunity.com/profiles/76561198082571861/","228 products in account","I can't recommend this game at full price.  Fun for the first couple levels, then gets tedious and repetitive.  Several level breaking bugs on the last couple levels of the game that require complete restarts, buggy controls (using xobx 360), final game breaking bug that doesn't fix even with restart on last level keeping me from being able to complete the story.  The soundtrack is good, along with the level backgrounds, and overall aesthetic but I found myself just trying to finish for the sake of finishing rather than because I was having fun.  Couple this with the numerous bugs I ran into and I can't justify $10.  Pick it up for $2-$3 or less to have a little fun.  Other than that save your money.  Mediocre at best.  3/5","August 21, 2014","false","5.9"," 21 of 28 people (75%) found this review helpful 3 people found this review funny","75","21","28","3","0"
"http://steamcommunity.com/id/LunaticOnMeth/recommended/231040/","LunaticOnMeth","Akio Mitsuko","http://steamcommunity.com/id/LunaticOnMeth/","575 products in account","Great Soundtrack, nice gameplay - gets you busy for about 3-6h in one playthrough. Not much but really nice considering the feeling you get while playing it.","November 26, 2013","true","5.5"," 21 of 29 people (72%) found this review helpful","72","21","29","0","0"
"http://steamcommunity.com/profiles/76561198064679803/recommended/231040/","76561198064679803","alex.boshko","http://steamcommunity.com/profiles/76561198064679803/","91 products in account","Yes, the game looks in real life exactly like it does on the screenshots: vivid, colorful, brisk, dynamic. Still, there is no gameplay, at all. It feels somehow... shallow and empty. The first hour is rather boring without any challanges and only thing you do is travelling from one spot to another, avoiding not all that dungerous hazards. The second level brings some difficulty, but it's more irritating than challenging.  And yep, the rythm has nothing to do with the main gameplay: it's possible to play at least first hour without sound at all.","March 3, 2014","false","1.0"," 10 of 11 people (91%) found this review helpful 3 people found this review funny","91","10","11","3","0"
