"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/id/evanescence/recommended/302260/","evanescence","°•⎝👽⎠ Louna ⎝👽⎠•°","http://steamcommunity.com/id/evanescence/","3487 products in account","In Game Advertising that advertise iOS games. REALLY? This is EXACTLY why i hate Unity, they just recompile the game for PC without any change. bunch of iOS advertising inside a PC game, a vertical screen using only like 1/8 of my PC screen.\n\nIf you take time to make a rip-off of Angry Birds, Peggle and Coin Drop, make sure to do it right.\n\n\nThis is a pathetic attempt rip-off that isn't even done correctly, a lazy port plain and simple.","August 13, 2014","false","0.2"," 97 of 117 people (83%) found this review helpful 2 people found this review funny","83","97","117","2","0"
"http://steamcommunity.com/id/ZH_Kane/recommended/302260/","ZH_Kane",".ZH Kane","http://steamcommunity.com/id/ZH_Kane/","4057 products in account","2 months later Edit: still no fixes to the game, it's in a bundle now though so more people can buy this broken and terrible game\n\nEdit: the dev responded to my review and actually seems to care (unlike with most games), so my opinions expressed below may change if they update the game, if so I will re-play the game again and update my review\n\nI'm really not sure what I was expecting from this, a very bad ripoff I guess.\nyet I was still let down.\nit controls horribly, almost unplayable with a mouse (the only control option on pc)\nit has built in advertisements for games on the app store\njust terrible, I really hope nobody else buys this","June 10, 2014","false","2.7"," 73 of 88 people (83%) found this review helpful 1 person found this review funny","83","73","88","0","7"
"http://steamcommunity.com/id/roses4daisy/recommended/302260/","roses4daisy","roses4daisy","http://steamcommunity.com/id/roses4daisy/","508 products in account","Imagine a bad free puzzle game for your phone. Now imagine someone put that game on PC with no changes at all.","April 27, 2015","false","0.3"," 31 of 34 people (91%) found this review helpful 6 people found this review funny","91","31","34","6","0"
"http://steamcommunity.com/id/Flebe/recommended/302260/","Flebe","Flebe","http://steamcommunity.com/id/Flebe/","267 products in account","To say this is a bad game is a somewhat unfair statement as I have not been able to play it enough due to its painful screen. The problem with the game is it is such an obvious port as it only is playable in a vertical screen as if your still playing on a phone. So whilst its painful to play on PC I cant fully say this game is bad because form the seconds I did play it wasn't bad but the fact its so poorly displayed its painful. But I's sure if you are playing this on mobile its fine but for another point its free on mobile but costs money here so take what you will from that but I cant recommend at all buying this on PC.\n\nAlso a side note they left the adds in for other apps so you know...","April 24, 2015","false","0.2"," 19 of 21 people (90%) found this review helpful 1 person found this review funny","90","19","21","0","0"
"http://steamcommunity.com/id/0910198509101985/recommended/302260/","0910198509101985","The Wasteland Warrior","http://steamcommunity.com/id/0910198509101985/","3122 products in account","As you've probably noticed by the Title & screenshots, Truffle Saga is a puzzle game for kids.\n\nYou are a red & yellow squirrel...... or dog .... or fox.... I'm not sure what the creature is suppose to be, but my guess would be a squirrel because you have to throw nuts down the trees. Your goal is to aim and try to hit all the yellow mushrooms in one throw. This could be accomplished by aiming the right way and the nut has to bounce off leaves to hit them all. There are different kinds of plants or insects that help you in your mission like piranha plants or bees. Obviously after a while the puzzles get harder and you will have to be more creative. You could see this game as a reversed "Peggle" (the game).\n\nI would only recommend this game for kids but even then Peggle would be a better choice for you.","November 17, 2014","false","0.2"," 21 of 27 people (78%) found this review helpful 1 person found this review funny","78","21","27","0","0"
"http://steamcommunity.com/id/pudge/recommended/302260/","pudge","Pudge","http://steamcommunity.com/id/pudge/","4641 products in account","Truffle Saga is a straight port of a casual phone game that would work much better with touch controls and is eclipsed by even the simplest flash games available online.\n\nWant to know more? Check out my Bundle Buys video on the title: https://www.youtube.com/watch?v=LKrlTu0TODc&list=UU1hXAHxQhZUS0XgzCZsZvwA","August 30, 2014","false","0.3"," 27 of 38 people (71%) found this review helpful","71","27","38","0","0"
"http://steamcommunity.com/id/wickdlowki/recommended/302260/","wickdlowki","wickdlowki","http://steamcommunity.com/id/wickdlowki/","835 products in account","I'm sorry, any game that makes a person want to commit hari-kari in the first 5 minutes is just....well its bad.  I mean, am  i playing on a mobile device or my pc.  Seriously, i dont mind playing a port, but for the love god, please, put some effort in it.  The game offers in game achievements, but not for Steam.  The graphics are simple, almost to the point that its just drab.  And the sound...well, if i was on a road trip and i had the choice of Justin Beiber, or this, i would kill myself.  It is, and will always be bundle filler, always destined to be the game nobody plays.\n\nJust, don't.  Every time someone plays this, a kitten dies.  Please save the kittens.","October 8, 2014","false","0.1"," 16 of 20 people (80%) found this review helpful 5 people found this review funny","80","16","20","5","0"
"http://steamcommunity.com/id/snortcannon/recommended/302260/","snortcannon","Snort Cannon","http://steamcommunity.com/id/snortcannon/","1320 products in account","Truffle Saga is a mobile game that somehow made it's way onto steam. But will you want to play it here ?\n\nWe play as Truffle. We need to destroy the pesky mushrooms by throwing acorns at them. It's just as random as it sounds.\n\nGameplay is really simple. You throw down an acorn and try to destroy the mushrooms and you can also collect crystals. But you can only use one shot.\n\nWhile the gameplay is really simple, controls are the reason this game is quite hard. It feels really clunky and it's really hard to aim. In later levels you can change the layout by flipping snakes, opening parts of level and use bees to bounce the acorn. But it's really tough with the clunky controls.\n\nGraphics are probably the only good thing about this game. It looks really cute and the art style is really cool but that's not saying a lot.\n\nThe soundtrack is painful. It get's so tedious and it could make someones ears bleed. My suggestion if you do play the game is turn off the music as soon as possible.\n\nThe game is really easy. Even the harder levels are pretty easy and with enough patience you can beat any level within minutes.\n\nThe game is also incredibly short. Even though there's 60 levels, I finished the entire game in 1 hour. If you do want you can try and go back and collect all crystals and all crowns, but no one would attempt that. The developer promised new levels (not that I want any) but nothing has been announced.\n\nThe game isn't buggy, but the controls are a big problem. It's hard to aim when the line doesn't go where you want it to go.\n\nOverall Truffle Saga is a horrible game and not worth your time and money. It's easy, short and not worth the money.  I don't suggest getting the game even at a sale. I give Truffle Saga a 2/10\n\nFor more reviews follow Snort's Review curator page here - follow for regular updates on reviews for other games!","August 25, 2015","false","1.1"," 15 of 21 people (71%) found this review helpful","71","15","21","0","0"
"http://steamcommunity.com/id/scsidan/recommended/302260/","scsidan","ScSiDaN","http://steamcommunity.com/id/scsidan/","706 products in account","If you want to pay for a moible game that even contains in game ads on steam, this is for you. But i hate screen blocking ads. its the reason i dont play mobile games. But since I paid full price for this game, WHY has it got ads????","September 5, 2015","false","0.4"," 10 of 12 people (83%) found this review helpful 1 person found this review funny","83","10","12","0","0"
"http://steamcommunity.com/id/TheGuardianItaLy/recommended/302260/","TheGuardianItaLy","The Guardian ♛","http://steamcommunity.com/id/TheGuardianItaLy/","720 products in account","Imagine a bad free puzzle game for your phone. Now imagine someone put that game on PC with no changes at all.","March 20","false","9.6"," 11 of 16 people (69%) found this review helpful","69","11","16","0","0"
