"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/id/sandy_karasev/recommended/223330/","sandy_karasev","[Death Watch] Carassius","http://steamcommunity.com/id/sandy_karasev/","76 products in account","Perhaps, it is the best game about pirates at this moment.\nSea Dogs: To Each His Own is successor of Sea Dogs (2000), Pirates of the Caribbean (2003) and Age of Pirates: City of Abandoned Ships (2007).\n\nAdvantages: interesting storyline, various gameplay, very beautiful atmosphere of 17th century's Caribbean. Many quests, including story missions, have several variants of solution. For the first time at the Sea Dogs series appeared craft and alchemy.\n\nDisadvantages: old graphic and restrictions of old game engine. Do not forget that it's an indi project of amateur stidio.\n\nIf you like games about pirates, where you need to think, not just swing a cutlass, if you like bright characters, historical accuracy (many characters are real historical people) - well then, it is a game for you.\n\n9/10 (not 10 points due to old graphic)\n\nP. S. I play Sea Dogs and Age of Pirates series during 5 years, and I hope, that this series of games will continue to evolve.","January 31","true","474.7"," 62 of 65 people (95%) found this review helpful 3 people found this review funny","95","62","65","3","5"
"http://steamcommunity.com/profiles/76561198009922165/recommended/223330/","76561198009922165","The_Black_Knight","http://steamcommunity.com/profiles/76561198009922165/","128 products in account","Very OLD Akella Pirates game player here when "dinosaurs ruled the earth".\nI basically played the entire game in Russian before it was released in English offline.\n\nThe game series has been around since 2000.  Developed by Akella.  This is actually the SIXTH game in the series.  Sea Dogs, POTC (Sea Dogs Modification, SD2, the bad disney production), Age of Pirates (AoP) , Tortuga - Two Treasures, AoP2:COAS (City of Abandoned Ships) , and POTEHO (SDTEHO). Black Mark Studios has most of the original modders and designs from the original games.  SDTEHO has MANY of the same landmarks as COAS and similar quests.  Personally, I am partial to COAS for many reasons, but predominantly the freedom to do whatever the hell you want very early.\n\nThere are several other distinct subset series mods as well both from Russian (Ukraine), and the the generated POTC Build Mod, Gentlemen of Fortune and "Eras" mods.  The one that is most notable is the "Gentlemen of Fortune" (GoF) + Eras which makes the game even more massive in terms of gameplay, but "cryptic" terms of controls and difficulty.\n\nIn order to enjoy THIS game, a player has to be willing "take the pain up the bunghole", at least initially anyway.\nIt is rogue style, you die, you are DEAD.\nYou will die.\nYou will get frustrated.\nYou will get angry.\nYou will probably curse at your computer.\nYou will probably curse at Akella / BlackMark Studio developers.\nYou might even curse in Russian if you know the language.\nSave your game, OFTEN.\nI do mean A LOT.\nYou may even have to revert to an earlier stage because you missed something critical.\nIf you do not and end up on the main screen staring and saying "WTF!" because you just lost 10 hours of gameplay, it is YOUR fault.\n\nI REALLY mean that.\nThis game can be incredibly unforgiving at times.\nI was part of the design production team of the original English release of AoP2:  COAS, but passed on the English translation of SDTEHO, because even the updated Storm Engine is not aging well and problems with the original English release.  Currently the translation to English is absolutely insanely laughable at times, but most of us left that understand the game engine are probably not going to fix this game in the series this time round as Akella still has not learned their lessons.  Additionally, the entire source is not available inside the game anyway as it is ENCRYPTED.  Thanks Akella.\n\nThere are quests on this particular game that will give you more game rage that you have ever experienced in previous series.  "The Gambit" comes to mind, sailing in "real time" and even with time compression is laborious.  Most people have not seen the endings of the later games due to difficulty or just throw up their hands and go, "I quit".\n"Silly gamers, SDTEHO is not for kids..."\n\nBasically the gameplay provides a very solid RGP single player experience, but the controls are still ARCHAIC, graphics are aging (lack of intiial DirectX 9 support is UNACCEPTABLE this is 2016!), hit detection is average, and this game WILL NOT HOLD YOUR HAND.\n\nThere are no "arrows" to guide you.\nYou need to WRITE DOWN things in order to remember them.\nYou need to do some research on how to do things, because the game will not tell you how to do them even with the extra long tutorial.\nThere are a lot of game mechanic concepts that have to be understood UPFRONT.\nCombat can be unfair and brutish for the unprepared.\nLandmarks and graphics are RECYCLED from all previous games (with some small expanded list of new areas and features such as ships decks).\nItems are GREATLY expanded, which magic and alchemy all over the place.\nIt adds a new twist to the game series.\nThere are NO FULL VOICE OVERS (that are unrelated to dialogue), so get used to it, or move on.\nFailure to read dialogue can result in game failure, and some things are ONLY said ONCE!\nYou are not in a "Captain Blood" novel here.\nYou need to earn your place in order to be successful.\nYou will need to spend a LOT of time in order to build up your skills.\nOnce you master the mechanics you will have a great time, but that will require about 8-10 hours at least if you have never played the series before.\n\nAge of Pirates Words of Wisdom:  "Rewards come to those that are patient".\nCan you pass the test?","April 22","true","0.7"," 28 of 30 people (93%) found this review helpful 3 people found this review funny","93","28","30","3","0"
"http://steamcommunity.com/profiles/76561198010427296/recommended/223330/","76561198010427296","[OTD]Sir_Thorn","http://steamcommunity.com/profiles/76561198010427296/","76 products in account","IT IS ENGLISH EVEN THO STEAM SAYS IT ISNT.","February 5","true","215.1"," 39 of 49 people (80%) found this review helpful 4 people found this review funny","80","39","49","4","0"
"http://steamcommunity.com/id/Armored_Elk/recommended/223330/","Armored_Elk","Armored Elk","http://steamcommunity.com/id/Armored_Elk/","258 products in account","Do you like pirates? Becauseif you do, you should get this game ASAP.\nYes, the graphics are old, but other aspects are awesome!\nLet`s go down the list:\n1) Great, and realistic sea combat - you can use different types of ammo to deal damage (bombs can begin fire, shrapnel will tear crew apart )\n2) Ground combat mechanics are unique - it`s challenging at first, but when you get used to it, you will ask yourself "Why nobody did this before?"\n3) Great role-playing system - It`s got character stats, character perks and ship perks\n4) ALOT of micromanagement!\n5) Awesome quests, great characters, great artstyle\n6) Massive open-world\nAnd a lot more!\nAnd finally devs made english translation! (It took pretty long time)","February 12","true","102.7"," 24 of 26 people (92%) found this review helpful","92","24","26","0","0"
"http://steamcommunity.com/id/kasoi/recommended/223330/","kasoi","Kasoi","http://steamcommunity.com/id/kasoi/","630 products in account","It looks outdated, but if you can ignore the looks, you will be rewarded. This one is most deep privateer\trader RPGs out there, you can do whatever you want, but nothing will come easy.\n\nIt's quite alright there to wipe a Gold fleet alone then sink all the loot when caught in the storm right in port bay.","January 1, 2015","true","96.3"," 16 of 16 people (100%) found this review helpful","100","16","16","0","0"
"http://steamcommunity.com/id/n_tony/recommended/223330/","n_tony","N.tony","http://steamcommunity.com/id/n_tony/","387 products in account","Wow, I thought this game will never be translated into English! And they finally did it! If you've ever thought "I wish there'd be another SeaDogs game", or "I wish Sid Meier's Pirates would merge with Mount and Blade" - look no further! This game is as Indie as it can be, but it's plethora of mechanics are insanely deep. Sandbox Pirate Simulator you maybe didn't know you needed in your life!","February 13","true","107.5"," 18 of 20 people (90%) found this review helpful","90","18","20","0","0"
"http://steamcommunity.com/profiles/76561198112981059/recommended/223330/","76561198112981059","kbee","http://steamcommunity.com/profiles/76561198112981059/","105 products in account","This is as close to a real Pirate game as you can buy.\nIts a slow burning game where you need to make money, buy new ships,trade and fight and so much more.\nA must have game which is now in English.....happy days.","February 8","true","9.3"," 19 of 22 people (86%) found this review helpful","86","19","22","0","0"
"http://steamcommunity.com/profiles/76561198030305825/recommended/223330/","76561198030305825","Anderson","http://steamcommunity.com/profiles/76561198030305825/","263 products in account","Despite running on a 10 year old engine this game still looks amazing.\nThe deep story, role playing rivals even with Assasin's Creed IV. A milestone in sea games.\n\nI was thoroughly impressed with the first Sea Dogs title, their sequels - Pirates of the Caribbean, Age of Pirates/Age of Pirates 2 City of Abandoned Ships which makes this game, the logical continuation of that tradition from Akella to make these games (although now they just earn money as a publisher since they own the rights to the game).\nOn a technical level this is the same Age of Pirates with numerous additions. Think of it as the Warband of Mount & Blade.\n\nThe story got much better since the first Age of Pirates. Continuing with the good tradition of CAS (Age of Pirates 2) story and quests got a special spotlight, many of them are randomly generated.\nYou play Charles de Maure, a french aristocrat who came to the New World to help his brother. Eventually you get entangled in politics, earning a revenue all the time to fight off scurvy and... boredom in the sea. This is a slow game.\nRelationships with factions, bounties on your head, pirating, bribing - all of it is improved and refined to make a believable experience.\n\nUnlike more arcade games this one is hard. It plays by the logic of a 15 year old mentality.\nLife in the sea is hard, sailing is slow, authenticity to the maximum. This isn't for everyone.\n\nI consider this a great expansion if you loved the previous games. It is hard to get in if you never played anything like this before. Learning the ropes may proove difficult since the game doesn't like to hold your hand at all.\nLike a newborn baby you'll try to hold on to every possible hook on getting your sailor life easier.\nThe tutorial exists though. If you were looking for such an experience than this is the closest you'll get in he forseeable future.\n\nSince there's no English version yet (reportedly coming this summer) everything will be in Russian. Thus, this can only be recommended to those passionate about naval adventures, and a realistic RPG/simulation of sailing. If you watched Pirates of the Caribbean a  million times - this is for you.\nTo those who stay, take care of CTD's and freezes. The age of exploration is nigh. Save often!","May 2, 2015","true","104.1"," 14 of 14 people (100%) found this review helpful","100","14","14","0","3"
"http://steamcommunity.com/id/shamito/recommended/223330/","shamito","Shamitoxx","http://steamcommunity.com/id/shamito/","79 products in account","This is one of the best and hardest games to play so far. The game is so big you feel you have to play it everyday to finish your goals. As I said the, game is really REALLY hard when it comes to complete quests and finish the objectives. It requires a lot of patience and it can be completely frustrating. The stories are amazing, and it has a lot of dialoges giving you the ambience of being a pirate. Finally, the joy of boarding other ships, plunder treasures, kill soldiers, pirates and travel all over the caribbean is priceless. I recommend this game, but only for those who really like challenges.","April 24","true","128.0"," 16 of 18 people (89%) found this review helpful","89","16","18","0","0"
"http://steamcommunity.com/profiles/76561197979576787/recommended/223330/","76561197979576787","felix the cat","http://steamcommunity.com/profiles/76561197979576787/","680 products in account","First some most usefull hints for newplayers :\nCheck the keys config first, tutorial is weak on explaining those.\n\nR key : time acceleration x 2, press again to return to normal, cant be key-mapped so dont override.\n+ / - : time acceleration/decceleration (up to 8 on sea mode, 3 on land, 2.5 on map, and down to 0.5 everywhere), cant be key-mapped. Decceleration is usefull for hard sword fights.\n\nFencing mode to feint : SHIFT key (default) + LMB = group attack, + MMB : feint + counterattack, + RMB = feint, can be key-mapped in config.\n\nNormal attack mode : LMB : slash, MMB : heavy attack, RMB : pierce\n\nSPACE : block (default mapping)\n\nE : draw/hide weapon (default mapping)\n\nQ : fire pistol (default mapping)\n\nEnter : action menu key (some people completly miss it to open worldmap when in sea mode ie), use arrow keys to navigate within action menu, left/right for choice of actions, up/down to select ships (when on sea mode).\n\nF2 : all purpose game menus (like the inventory menu -> items)\n\non world map TAB : free camera map scrolling\n\n------\n\n- pirate game\n- open world\n- deep background\n- hundreds of hours of quests\n- great variety of ships, weapons\n- skill based, rpg like\n- exploring, privateering, pirating, trading, crafting, upgrading, escorting, boarding, looting, stealing, plundering towns, flag sneaking and much more...\n\n-----\n\nHaving played all title from Seadogs licence since the first one in 2000 (enjoyed all exept AOP1), this one is probably the best.\n\nThis is THE pirate game if you want to experience deep adventures, ships and sword fights.\n\nGraphics havent changed much, but the background is there, atmosphere is great and it is what matters.\n\nMuch more stability, less crash, less bugs, that is already a lot compared to previous titles! The game runs very smoothly. In 100+h i experienced a dozen CTD only.\n\nA lot of changes compared to Age of Pirate 2, no more skillbooks, but now you have amulets that give temporary bonus. And there is a new crafting system.\n\nAlso ship rank requirements have been revised, but you will still need to work your way in navigation before you can afford those huge deck guns.\n\nIn general the ergonomy of the game is much better, a new key for looting corpse, no more crew following and blocking you everywhere on deck when it is cleared from ennemies, new muskets and carbine...\n\nAfter a long wait the game is now in english, sometime very poorly translated and you cant understand anything, but devs are improving this with every patch.\n\nFor newcomers i strongly suggest to read the community forum here since the game has no manual, and many features and commands arent shown in tutorial or cant be keymapped (like time acceleration). The game can be frustrating if you never experienced Seadogs, but once you master all its tricks (fencing mode...) it is a very enjoyable game and will bring you hundreds of hours of fun.","March 10","true","2.3"," 14 of 15 people (93%) found this review helpful","93","14","15","0","0"
