"url","reviewerUsername","reviewerDisplayName","reviewerUrl","reviewerProductsCount","reviewText","date","recommended","hoursPlayed","voteText","helpfulPercent","votesHelpful","votesTotal","votesFunny","commentsCount"
"http://steamcommunity.com/id/Skrumble/recommended/220/","Skrumble","Communism doggo","http://steamcommunity.com/id/Skrumble/","207 products in account","Play and understand why we need Half-Life 3.","October 21, 2014","true","15.7"," 1,685 of 1,785 people (94%) found this review helpful 549 people found this review funny","94","685","1","549","22"
"http://steamcommunity.com/profiles/76561198117256136/recommended/220/","76561198117256136","Grantcfo","http://steamcommunity.com/profiles/76561198117256136/","36 products in account","Do you like any of the following in gaming?\n- Valve\n- Zombies\n- First-Person Shooters\n- Great Storylines\n- Puzzles\n- Beating the sh*t out of your enemies\n- Easter Eggs\n- Airboats\n- Jeeps\n- Operating Cranes\n- Jumpscares\n- Confusion\n- Puzzles that are so easy, that when you finally figure out the answer, you feel dumb as hell\n- Guns\n- Saving the universe from aliens, zombies, and combine troops\n- Helicopters\n- Dropships\n- Headcrabs\n- Crowbars\n- Feeling like you are an MLG Pro\n- Blowing things up\n- Pressing Buttons (Very little :\)\n- Amazing Graphics\n- Good FPS\n- Horror\n- Singleplayer (Co-op mod for this is Synergy)\n- Suspense\n- Hilarious Reactions\n- Fun\n- Sci-Fi\n- Action\n- Hidden Objects\n- Achievements that will make you go Achievement Hunting\n- Originality\n- Playing catch with a "DOG"\n- Shooting Spiders (*cough* *cough* Headcrabs *cough*)\n- Trains\n- Fast-Paced Games\n- Puzzles that will still confuse you the next time you play the game and/or attempt to make a walkthrough/tutorial on\n- Grenades\n- Sawblades\n- Levels that remind you of TF2\n- Game References\n- Explosions\n- Setting sh*t on fire\n- Splattering Combine/Bad Guys\n- Defying the Rules/Laws of Gravity\n- Rejections\n- Comedy\n- Making Living things become dead ragdolls and making them die in style/fashion/fabulously/brutaly/hilariously\n- Throwing things\n- Sports (Basketball)\n- Secrets\n- A Creepy and mysterious man appearing in locations that you normally would just pass by (*cough* *cough* GMan)\n- Easter Egg Hunts\n- Candy\n- Pyros\nI mean nothing... DANGIT! NO TF2 REFERENCES! Anyways, back to listing... *sighs and clears throat*\n- Submachine Guns\n- Crossbows and Archery\n- Beaches\n- Water\n- Gates\n- Tunnels\n- Obstacle Courses\n- Driving\n- Shotguns\n- Teaming up with random citizens that you will never know or that you don't already know, but they somehow know your name (Duh, cause you're Gordan f***ing Freeman)\n- A game that will leave you hungry for more\n\nOr you just need some good footage to record for your YouTube channel...\n\nTHEN THIS GAME IS FOR YOU!\n\n"Rig/Setup"\n------------\n\nPC Model: HP EliteBook 8440p\n\nProcessor: Inter(R) Core(TM) i5 CPU M 520 @2.40GHz 2.40 GHz\n\nRAM: 4.00 GB (3.80 GB Usable)\n\nSystem Type: 64-bit Operating System\n\nAnd it's surprising that I can get 60+ FPS on this game throughout the whole game! Do you have a crappy computer? Well apparently, THAT DOESN'T MATTER! :D","November 25, 2014","true","21.4"," 971 of 1,014 people (96%) found this review helpful 698 people found this review funny","96","971","1","698","39"
"http://steamcommunity.com/id/jungle-jim/recommended/220/","jungle-jim","lord commander","http://steamcommunity.com/id/jungle-jim/","110 products in account","i just wanna erase my memory so i can relive this game for the first time","September 16, 2015","true","20.5"," 780 of 828 people (94%) found this review helpful 228 people found this review funny","94","780","828","228","18"
"http://steamcommunity.com/profiles/76561198030080447/recommended/220/","76561198030080447","PrinzEugen","http://steamcommunity.com/profiles/76561198030080447/","530 products in account","Classic shooter nearly ten years old\nIt might seem weird to dedicate a review to a game that came out on november 16th, 2004. Still, Half-Life 2 is no "ordinary" game. Even before it's release, it was the most talked about, and surely most anticipated game up till then. Back in 2004, Valve was still primarily a game-developer, Steam had only just been launched in order to streamline the updating-process for the Valve-games (quite an original and ground-breaking idea since back in those day patching one's game could easily turn into a hazardous adventure). Immediately after its release, Half-Life 2 was loaded with critical praise, and almost instantly rose to the top of all lists defining the best games ever. And even today, after ten years, it still tops a lot of those lists.\n\nI played it for the first time only five years ago, messing around with the original Half-Life up till then. Five years ago, the game struck me as still very good-looking and a blast to play, even being five years old. Quite recently I picked it up again, to be honest in the first place to get some of the achievements I had missed during my first play-through (I only got really interested in the Steam achievements this year). To my surprise, the game immediately got back under my skin, so I decided to give it another play-through, and I enjoyed it immensely, hence this review.\n\nOf course the Source Engine shows its age: up-close textures get quite blurry, but the wider vistas are still amazingly "alife", and the colours and general atmosphere are still exciting. The physics engine - a novelty back then - now surely feels outdated, even crappy, but playing around with the famous "gravity gun" makes more than up for this, and surely has its funny moments. But in every other respect, this game is a classic and a masterpiece in the true sense of the word. The story is so convincingly told, that I felt myself beeing "Doctor Freeman" again, already during the first chapter (which introduces the gameworld in a very ingenious way which has not been surpassed ever since). The level-design is simply awesome. Compared to modern-day shooters, the interface and the amount of information about the surroundings you get as a player, are minimal. There is no minimap, there are no waypoints, there is no compass, there is no large-scale map. And still, I never ever got lost, thanks to the downright genial way the levels are designed. Still, the amount of freedom you get is great: there are tons of hidden places, byways, or larger spaces to explore, besides the more traditional corridors, but they always manage to lead you in a logical way. This game offers the classic examples on how levels can be optimally designed.\n\nSound, too, is amazing: there is not much in-game music, but when it appears (mostly in the action-packed scenes), it really delivers to the full. Sounds from the guns, NPC's and ambient sounds are extremely convincing. But what still shines most of all is the actual gameplay and the way this games is "paced". Sneaky, almost stealth-like scenes alternate with extremely violent action-moments, in a very, very clever way, only to be alternated with puzzles and other moments where thinking is required. The choice of the right gun at the right time is essential, and very rewarding. There is a lot of interaction with other characters, but never up till the point where this gets tedious. And best of all: there are countless moments of surprise, when the story takes a turn for the unexpected. So, yes, this is still a classic, and yes, it's still up there among the best games ever (although I personally would grant it a top-five place or so, the top-three spots taken by more recent "classics").\n\nFor my scorings, I give them as I conceived the game during my actual playthrough, so not taking into account it's a ten year old game.\n\nGameplay: 27/30 (there are some frustrating puzzles and some weird moments with the gravity-gun but everything else is sheer genius)\nGrahics: 15/20 (the outer vistas are great, the rest is showing its age)\nSound: 9/10\nLongelivety: 8/10 (no multiplayer, but the game has tons of singleplayer gameplay)\nSteam integration: 10/10 (it comes with trading cards and 33 achievements, most of which really add something to game, if only to explore different ways to achieve things - the way achievements should work imo)\nTechnical: 9/10 (runs very smoothly and I got no crashes, but sometimes hangs for a couple of seconds on loading screens)\nPersonal appreciation: 10/10\n\nOverall: 88/100","August 28, 2014","true","40.8"," 460 of 483 people (95%) found this review helpful 6 people found this review funny","95","460","483","6","21"
"http://steamcommunity.com/id/snortcannon/recommended/220/","snortcannon","Snort Cannon","http://steamcommunity.com/id/snortcannon/","1320 products in account","This one of the best first person shooter games I've ever played, plain and simple.\n\nHalf Life 2 begins 20 years after the original Half Life. As Gordon Freeman awakens from stasis he finds himself on a train heading to City 17 which is overrun by the combine. You find yourself as the leader of the resistance and you must take down the Combine.\n\nHalf Life 2 is at this point one of the best received games and I'm sure pretty much everyone has played it. If not well what the hell are you doing reading this review ? You need to go buy this game straight away and play it right now.\n\nThe game is a simple first person shooter, but it does plenty things different than the regular first person shooters. You have a health bar and you have to do platforming to solve some of the puzzles.  Not to mention the source engine physics are absolutely insane.\n\nFor a game that came out back in 2004 it still looks amazing. Now while it does have so low res textures it's still looks breath taking, like in the final chapters.\n\nThe game for the most part is pretty easy. I played through the game without a problem, even though some segments were tough due to the fast movement you have to pull off to avoid gunfire. Not to mention the Strider battles are incredibly intense and quite difficult.\n\nThe game took me 10 hours to finish. I felt this was the perfect amount of time for the price I paid for it and this was worth every single penny.\n\nApart from the single playthrough there's not much replay value. The only reason to replay it twice is to look for the G-Man Easter eggs.\n\nIn the end Half Life 2 is a fantastic game. It's a must own for everyone who is a gamer. This game is a piece of history and without a doubt one of the best games I have ever played in my entire life.\n\nI experienced zero problems while playing the game. I ran the game on ultra settings 60 FPS the entire time of playing. This game runs really well and should run on pretty much all systems.\n\nFinal Rating:\n9.5/10 -  A Must own and must play\n\nIf you liked this review please consider giving it a thumbs up and if you disliked post in the comments what you disliked about the review.\n\nFor more reviews follow Snort's Review curator page here - follow for regular updates on reviews for other games!","October 27, 2015","true","9.9"," 390 of 410 people (95%) found this review helpful 28 people found this review funny","95","390","410","28","6"
"http://steamcommunity.com/id/iLegendaryKing/recommended/220/","iLegendaryKing","iLegendaryKing👑","http://steamcommunity.com/id/iLegendaryKing/","242 products in account","Play and understand why we need Half-Life 3 right now.","January 3","true","5.0"," 412 of 438 people (94%) found this review helpful 172 people found this review funny","94","412","438","172","14"
"http://steamcommunity.com/id/ubiquitous/recommended/220/","ubiquitous","Ubiquitous","http://steamcommunity.com/id/ubiquitous/","358 products in account","Half-Life 2 takes a minimilist approach to story development, but delivers a rich, atmospheric, and engaging world that sucks you right in. Combined with novel gameplay elemetns (one of the first mainstream games to make proper use of physics in gameplay), an ensemble of likeable characters—topped off with the much loved Alyx Vance, and well paced combat, this helps to make Half-Life 2 an all-time classic.","November 17, 2013","true","45.9"," 549 of 600 people (92%) found this review helpful","92","549","600","0","2"
"http://steamcommunity.com/id/ashesforpresident/recommended/220/","ashesforpresident","Ashes","http://steamcommunity.com/id/ashesforpresident/","396 products in account","A story about a man's struggle with speech disabilities.","April 2, 2015","true","4.5"," 440 of 485 people (91%) found this review helpful 641 people found this review funny","91","440","485","641","3"
"http://steamcommunity.com/id/splashmob/recommended/220/","splashmob","Mariobro","http://steamcommunity.com/id/splashmob/","319 products in account","One of the greatest shooters of all time. That, and you can take a carton of milk with you through the entire game with no issues.","November 22, 2014","true","53.8"," 368 of 403 people (91%) found this review helpful 273 people found this review funny","91","368","403","273","3"
"http://steamcommunity.com/id/TheKingofBread/recommended/220/","TheKingofBread","[DoW] King Tsunami™","http://steamcommunity.com/id/TheKingofBread/","192 products in account","It's not Call of Duty.","January 25, 2015","true","10.2"," 1,015 of 1,186 people (86%) found this review helpful 902 people found this review funny","86","015","1","902","12"
